airlineID,name,iata,icao,country,active
2,135 Airways,1I,GNL,United States,N
3,1Time Airline,1T,RNX,South Africa,Y
4,2 Sqn No 1 Elementary Flying Training School,1I,WYT,United Kingdom,N
5,213 Flight Unit,1I,TFU,Russia,N
6,223 Flight Unit State Airline,1I,CHD,Russia,N
7,224th Flight Unit,1I,TTF,Russia,N
8,247 Jet Ltd,1I,TWF,United Kingdom,N
9,3D Aviation,1I,SEC,United States,N
10,40-Mile Air,Q5,MLA,United States,Y
11,4D Air,1I,QRT,Thailand,N
12,611897 Alberta Limited,1I,THD,Canada,N
13,Ansett Australia,AN,AAA,Australia,Y
15,Abelag Aviation,W9,AAB,Belgium,N
16,Army Air Corps,1I,AAC,United Kingdom,N
17,Aero Aviation Centre Ltd.,1I,AAD,Canada,N
18,Aero Servicios Ejecutivos Internacionales,1I,SII,Mexico,N
19,Aero Biniza,1I,BZS,Mexico,N
20,Aero Albatros,1I,ABM,Spain,N
21,Aigle Azur,ZI,AAF,France,Y
22,Aloha Airlines,AQ,AAH,United States,Y
23,Alaska Island Air,1I,AAK,United States,N
24,American Airlines,AA,AAL,United States,Y
25,Aviation Management Corporation,1I,AAM,United States,N
26,Atlantis Airlines (USA),1I,AAO,United States,N
27,Aerovista Airlines,1I,AAP,United Arab Emirates,N
28,Asiana Airlines,OZ,AAR,Republic of Korea,Y
29,Askari Aviation,4K,AAS,Pakistan,Y
30,Australia Asia Airlines,1I,AAU,Australia,N
31,Astro Air International,1I,AAV,United States,N
32,Afriqiyah Airways,8U,AAW,Libya,Y
33,Afrinat International Airlines,Q9,AFU,Gambia,N
34,Afric'air Express,1I,AAX,Ivory Coast,N
35,Allegiant Air,G4,AAY,United States,Y
36,Angus Aviation,1I,AAZ,Canada,N
37,Artem-Avia,1I,ABA,Ukraine,N
38,African Business and Transportations,1I,ABB,Democratic Republic of the Congo,N
39,Aban Air,K5,ABE,Iran,n
40,Aerial Oy,1I,ABF,Finland,N
41,Abakan-Avia,1I,ABG,Russia,N
42,ABSA - Aerolinhas Brasileiras,M3,TUS,Brazil,Y
43,Abaet,1I,ABJ,Brazil,N
44,Alberta Citylink,1I,ABK,Canada,N
45,APSA Colombia,1I,ABO,Colombia,N
46,Aerovias Bueno,1I,ABU,Colombia,N
47,Aerocenter,1I,ACR,AEROCENTER,N
48,Antrak Air,4,ABV,Ghana,N
49,Airborne Express,GB,ABX,United States,N
50,ABX Air,GB,ABX,United States,N
51,ATA Brasil,1I,ABZ,Brazil,N
52,Avcard Services,1I,ACC,United Kingdom,N
53,Academy Airlines,1I,ACD,United States,N
54,Aero Comondu,1I,ACO,Mexico,N
55,Astral Aviation,8V,ACP,Kenya,Y
56,Air Cess,1I,ACS,Liberia,N
57,Air Aurora,1I,AAI,United States,N
58,Air Cargo Transportation System,1I,ACU,Kenya,N
59,Air Charter Service,1I,ACV,United Kingdom,N
60,Aero Asia International,E4,RSO,Pakistan,N
61,Air Charters,1I,ACX,Canada,N
62,Air Togo,YT,TGA,Togo,N
63,Air Somalia,1I,RSM,Somali Republic,N
64,Atlas Cargo Lines,1I,ACY,Morocco,N
65,Airservices Australia,1I,ADA,Australia,N
69,Antonov Airlines,1I,ADB,Ukraine,N
70,Air Atlantic Dominicana,1I,ADC,Dominican Republic,N
71,Advanced Air Co.,1I,ADD,Japan,N
72,Ada Air,ZY,ADE,Albania,Y
73,Aerea Flying Training Organization,1I,ADG,Spain,N
74,Audeli Air,1I,ADI,Spain,N
75,Abicar,1I,ADJ,Ivory Coast,N
76,ADC Airlines,Z7,ADK,Nigeria,N
77,Aero Dynamics,1I,ADL,United Kingdom,N
78,Aerolineas Dominicanas,1I,ADM,Dominican Republic,N
79,Aerodienst GmbH,1I,ADN,Germany,N
80,Aerodiplomatic,1I,ADP,Mexico,N
81,Aerodyne,1I,ADY,United States,N
82,Avion Taxi,1I,ADQ,Canada,N
83,Adria Airways,JP,ADR,Slovenia,Y
84,Aviones de Sonora,1I,ADS,Mexico,N
85,Air Dorval,1I,ADT,Canada,N
86,Airdeal Oy,1I,ADU,Finland,N
87,Advance Air Charters,1I,ADV,Canada,N
88,Air Andaman,1I,ADW,Thailand,N
89,Anderson Aviation,1I,ADX,United States,N
90,Air Europa,UX,AEA,Spain,Y
91,Air Southwest Ltd.,1I,ASW,Canada,N
92,Air Special,1I,ASX,Czech Republic,N
93,Aero Benin,EM,AEB,Benin,Y
94,Aerocesar,1I,AEC,AEROCESAR,N
95,Aerotrans Airlines,1I,AED,Russia,N
96,Aegean Airlines,A3,AEE,Greece,Y
97,Aerofumigaciones Sam,1I,AEG,Chile,N
98,Aeroexpreso Interamericano,1I,AEI,Colombia,N
99,Air Express,1I,AEJ,Tanzania,N
100,Aerocon,1I,AEK,Bolivia,N
101,Aero Madrid,1I,AEM,Spain,N
102,Aeroenlaces Nacionales,1I,AEN,Mexico,N
103,Aeroservicios Ejecutivos Del Occidente,1I,AEO,Mexico,N
104,Aerotec,1I,AEP,Spain,N
105,Air Atlantique,KI,AAG,United Kingdom,N
106,Air Europe,PE,AEL,Italy,Y
107,Air Alma,1I,AAJ,Canada,N
108,Air Express,1I,AEQ,Sweden,N
109,Alaska Central Express,KO,AER,United States,Y
110,ACES Colombia,1I,AES,Colombia,Y
111,Aeronautical Radio of Thailand,1I,AET,Thailand,N
112,Astraeus,5W,AEU,United Kingdom,Y
113,Aeroventas,1I,AEV,Mexico,N
114,Aerosvit Airlines,VV,AEW,Ukraine,Y
115,Airway Express,1I,AEX,United States,N
116,Air Italy,I9,AEY,Italy,Y
117,Aerial Transit Company,1I,AEZ,United States,N
118,Alfa Air,1I,AFA,Czech Republic,N
119,American Falcon,WK,AFB,Argentina,N
120,Alliance Airlines,QQ,UTY,Australia,Y
121,Air Universal,1I,UVS,Sierra Leone,N
122,Auvia Air,1I,UVT,Indonesia,N
123,African West Air,1I,AFC,Senegal,N
124,Airfast Indonesia,1I,AFE,Indonesia,N
125,Ariana Afghan Airlines,FG,AFG,Afghanistan,Y
126,Air Fecteau,1I,AFH,Canada,N
127,Africaone,1I,AFI,Uganda,N
128,Alliance,1I,AFJ,Uganda,N
129,Africa Air Links,1I,AFK,Sierra Leone,N
130,Aeroflot Russian Airlines,SU,AFL,Russia,Y
131,Aero Empresa Mexicana,1I,AFO,Mexico,N
132,Air Bosna,JA,BON,Bosnia and Herzegovina,Y
133,Air Bravo,1I,BRF,Uganda,N
134,Air Brasd'or,1I,BRL,Canada,N
135,Air 500,1I,BRM,Canada,N
136,Alba Servizi Aerotrasporti,1I,AFQ,Italy,N
137,Air France,AF,AFR,France,Y
138,Air Partner,1I,ACG,United Kingdom,N
139,Air Caledonie International,SB,ACI,France,Y
140,Air Caledonia,1I,ACM,Canada,N
141,Air Guam,1I,AGM,United States,N
142,Air Gabon,GN,AGN,Gabon,N
143,Air Data,1I,AFS,United Kingdom,N
144,Air Afrique Vacancies,1I,AFV,Ivory Coast,N
145,Air Cargo America,1I,MVM,United States,N
147,Air-Angol,1I,NGO,Angola,N
148,Air Nigeria,1I,NGP,Nigeria,N
149,Air Cargo Carriers,2Q,SNC,United States,Y
150,Air Samarkand,1I,SND,Uzbekistan,N
151,Air Senegal International,V7,SNG,Senegal,N
152,Air Sandy,1I,SNY,Canada,N
153,Air Namibia,SW,NMB,Namibia,Y
154,Air Intersalonika,1I,NSK,Greece,N
155,Air Anatolia,1I,NTL,Turkey,N
156,Air Saigon,1I,SGA,Vietnam,N
157,Afrique Regional Airways,1I,AFW,Ivory Coast,N
158,Airfreight Express,1I,AFX,United Kingdom,N
159,Africa Chartered Services,1I,AFY,Nigeria,N
160,Africa Freight Services,1I,AFZ,Zambia,N
161,Aeronaves Del Centro,1I,AGA,Venezuela,N
162,Air Service Gabon,G8,AGB,Gabon,N
163,Arab Agricultural Aviation Company,1I,AGC,Egypt,N
164,Atlantic Gulf Airlines,1I,AGF,United States,N
165,Aerolitoral,5D,SLI,Mexico,Y
166,Algoma Airways,1I,AGG,Canada,N
167,Altagna,1I,AGH,France,N
168,Angola Air Charter,1I,AGO,Angola,N
169,Angola Air Charter,1I,AGO,Angola,N
170,AERFI Group,1I,AGP,Ireland,N
171,Aerogala,1I,AGQ,Chile,N
172,Amadeus Global Travel Distribution,1A,AGT,Spain,N
173,Angara Airlines,1I,AGU,Russia,N
174,Air Glaciers,7T,AGV,Switzerland,Y
175,Aero Gambia,1I,AGW,Gambia,N
176,Aviogenex,1I,AGX,Serbia,Y
177,Atlantic Coast Airlines,1I,BLR,United States,N
178,Aero Barloz,1I,BLZ,Mexico,N
179,Aeroper,PL,PLI,Peru,Y
180,Atlas Blue,8A,BMM,Morocco,Y
181,Aero Banobras,1I,BNB,Mexico,N
182,Aero Flight Service,1I,AGY,United States,N
183,Agrolet-Mci,1I,AGZ,Slovakia,N
184,Air Alpha Greenland,GD,AHA,Denmark,N
185,Azal Avia Cargo,1I,AHC,Azerbaijan,N
186,Airport Helicopter Basel,1I,AHE,AIRPORT HELICOPTER,N
187,Aeroservices Corporate,1I,CJE,France,N
188,Aspen Helicopters,1I,AHF,United States,N
189,Aerochago Airlines,1I,AHG,Dominican Republic,N
190,Airplanes Holdings,1I,AHH,Ireland,N
191,Air Hong Kong,LD,AHK,Hong Kong,N
192,Aerochiapas,1I,AHP,Mexico,N
193,Air Adriatic,1I,AHR,Croatia,N
194,Air Viggi San Raffaele,1I,AHS,Italy,N
195,ABC Air Hungary,1I,AHU,Hungary,N
196,Aeromist-Kharkiv,HT,AHW,Ukraine,N
197,Azerbaijan Airlines,J2,AHY,Azerbaijan,Y
198,Avies,U3,AIA,Estonia,Y
199,Airbus Industrie,AP,AIB,France,N
200,Alpine Air Chile,1I,AIH,Chile,N
201,Air Integra,1I,AII,Canada,N
202,ABC Aerolineas,1I,AIJ,Mexico,N
203,African Airlines International Limited,1I,AIK,Kenya,N
204,African International Airways,1I,AIN,Swaziland,N
205,Alpine Air Express,5A,AIP,United States,N
206,Alicante Internacional Airlines,1I,AIU,Spain,N
207,Aba Air,1I,ABP,Czech Republic,N
208,Airblue,ED,ABQ,Pakistan,Y
209,Airmark Aviation,1I,THM,Thailand,N
210,Airlift International,1I,AIR,United States,Y
211,Airest,1I,AIT,Estonia,N
212,Air Baffin,1I,BFF,Canada,N
213,Air Bandama,1I,BDM,Ivory Coast,N
214,Air Berlin,AB,BER,Germany,Y
215,Air Brousse,1I,ABT,Canada,N
216,Air Contractors,AG,ABR,Ireland,N
217,Air Illinois,1I,AIL,United States,N
218,Air India Limited,AI,AIC,India,Y
219,Air Inter Gabon,1I,AIG,Gabon,N
220,Air Bourbon,ZB,BUB,Reunion,Y
221,Air Atlanta Icelandic,CC,ABD,Iceland,Y
222,Air Inuit,1I,AIE,Canada,N
223,Air Sureste,1I,AIS,Spain,N
224,Air Srpska,RB,SBK,Bosnia and Herzegovina,N
225,Air Tahiti Nui,TN,THT,France,Y
226,Airvias S/A Linhas Aereas,1I,AIV,Brazil,N
227,Aero Services Executive,W4,BES,France,N
228,Atlantic Island Airways,1I,AIW,Canada,N
229,Aircruising Australia,1I,AIX,Australia,N
230,Aircrew Check and Training Australia,1I,AIY,Australia,N
231,Arkia Israel Airlines,IZ,AIZ,Israel,Y
232,A J Services,1I,AJA,United Kingdom,N
233,Aero JBR,1I,AJB,Mexico,N
234,Aero Jet Express,1I,AJE,Mexico,N
235,Avia Consult Flugbetriebs,1I,AJF,Austria,N
236,Ameristar Jet Charter,1I,AJI,United States,N
237,A2 Jet Leasing,1I,AJJ,United States,N
238,Allied Air,1I,AJK,Nigeria,N
239,Air Jamaica,JM,AJM,Jamaica,Y
240,Air One,AP,ADH,Italy,Y
241,Air Sahara,S2,RSH,India,Y
242,Air Malta,KM,AMC,Malta,Y
243,Aeroejecutivo,1I,AJO,Mexico,N
244,Aero Jets Corporativos,1I,AJP,Mexico,N
245,Aeroejecutivos Colombia,1I,AJS,Colombia,N
246,Amerijet International,M6,AJT,United States,N
247,Air Jetsul,1I,AJU,Portugal,N
248,ANA & JP Express,1I,AJV,Japan,N
249,Alpha Jet International,1I,AJW,United States,N
250,Air Japan,NQ,AJX,Japan,Y
251,Ajet,1I,AJY,Cyprus,N
252,Air Korea Co. Ltd.,1I,AKA,Republic of Korea,Y
253,Air Livonia,1I,LIV,Estonia,N
254,Air BC,1I,ABL,Canada,N
255,Air Fret Senegal,1I,ABN,Senegal,N
256,Air Jamahiriya Company,1I,LJA,Libya,N
257,Aktjubavia,1I,AKB,Kazakhstan,N
258,Arca Aerovias Colombianas Ltda.,1I,AKC,Colombia,N
259,Anikay Air Company,1I,AKF,Kyrgyzstan,N
260,Akhal,1I,AKH,Turkmenistan,N
261,Aeromilenio,1I,MNI,Mexico,N
262,Aklak Air,1I,AKK,Canada,N
263,Air Kiribati,4A,AKL,Kiribati,Y
264,Alkan Air,1I,AKN,Canada,N
265,Angkor Airways,1I,AKW,Cambodia,N
266,Air Nippon Network Co. Ltd.,EH,AKX,Japan,N
267,AK Navigator LLC,1I,AKZ,Kazakhstan,N
268,Aero Albatros,1I,ALB,Mexico,N
269,Albion Aviation,1I,ALD,United Kingdom,N
270,Aeroalas Colombia,1I,ALE,Colombia,N
271,Allied Command Europe (Mobile Force),1I,ALF,Belgium,N
272,Aerotaxis Albatros,1I,BTS,Mexico,N
273,American Flyers,1I,FYS,United States,N
274,Aero Coach Aviation,1I,DFA,United States,N
275,Atlantic Southeast Airlines,1I,CAA,United States,N
276,ACM Air Charter,1I,BVR,Germany,N
277,Air Logistics,1I,ALG,United States,N
278,Aerovallarta,1I,ALL,Mexico,N
279,Air ALM,1I,ALM,Netherlands Antilles,N
280,Air Lincoln,1I,ALN,United States,N
281,America West Airlines,HP,AWE,United States,Y
282,Air Wisconsin,ZW,AWI,United States,Y
283,Aerotransporte de Carga Union,1I,TNO,Mexico,N
284,Aero Taxis Cessna,1I,TND,Mexico,N
285,Arizona Express Airlines,1I,TMP,United States,N
286,Tatarstan Airlines,U9,TAK,Russia,Y
287,Allegheny Commuter Airlines,1I,ALO,United States,Y
288,Alpliner AG,1I,ALP,Switzerland,N
289,Altair Aviation (1986),1I,ALQ,Canada,N
290,Air Luxor STP,1I,ALU,Sao Tome and Principe,N
291,Alas de Venezuela,1I,ALV,Venezuela,N
292,Alas Nacionales,1I,ALW,ALNACIONAL,N
293,Alyeska Air Service,1I,ALY,United States,N
294,Alta Flights (Charters) Ltd.,1I,ALZ,Canada,N
295,Air Sunshine,1I,RSI,United States,Y
296,ATMA,1I,AMA,Kazakhstan,N
297,Aerolineas Medellin,1I,AMD,Colombia,N
298,Ameriflight,1I,AMF,United States,N
300,Air Lithuania,TT,KLA,Lithuania,N
301,Air Minas Linhas A,1I,AMG,Brazil,N
302,Alan Mann Helicopters Ltd.,1I,AMH,United Kingdom,N
303,Air Maldives,1I,AMI,Maldives,N
304,Aviation Amos,1I,AMJ,Canada,N
305,Amerer Air,1I,AMK,Austria,N
306,Air Malawi,QM,AML,Malawi,Y
307,Aeroputul International Marculesti,1I,AMM,Moldova,N
308,Air Montenegro,1I,AMN,Montenegro,N
309,Air Montreal (Air Holdings Inc.),1I,AMO,Canada,N
310,Aero Transporte S.A. (ATSA),1I,AMP,Peru,N
311,Aeromedicare Ltd.,1I,AMQ,United Kingdom,N
313,Air Specialties Corporation,1I,AMR,United States,N
314,Air Muskoka,1I,AMS,Canada,N
315,ATA Airlines,1I,AMT,United States,Y
316,Air Macau,NX,AMU,Macao,Y
317,AMC Airlines,1I,AMV,Egypt,Y
318,Air Midwest,ZV,AMW,United States,N
319,Air Seychelles,HM,SEY,Seychelles,Y
320,Air Sofia,1I,SFB,Bulgaria,N
321,AeroMéxico,AM,AMX,Mexico,Y
322,Air Ambar,1I,AMY,Dominican Republic,N
323,Amiya Airline,1I,AMZ,Nigeria,N
324,All Nippon Airways,NH,ANA,Japan,Y
325,Air Navigation And Trading Co. Ltd.,1I,ANB,United Kingdom,N
326,Anglo Cargo,1I,ANC,United Kingdom,N
327,Air Nostrum,YW,ANE,Spain,Y
328,Air Niugini,PX,ANG,Papua New Guinea,Y
329,Air Arabia,G9,ABY,United Arab Emirates,Y
330,Air Canada,AC,ACA,Canada,Y
331,Airport Bratsk,1I,BRP,Russia,N
332,Air Wings,1I,BSB,Moldova,N
333,Air Baltic,BT,BTI,Latvia,Y
334,Alajnihah for Air Transport,1I,ANH,Libya,N
335,Air Atlantic (Nig) Limited,1I,ANI,Nigeria,N
336,Air Nippon,EL,ANK,Japan,Y
337,Antares Airtransport,1I,ANM,ANTARES,N
338,Airnorth,TL,ANO,Australia,Y
339,Aerol,1I,ANQ,Colombia,N
340,Andes Lineas Aereas,1I,ANS,Argentina,N
341,Air North Charter - Canada,4N,ANT,Canada,Y
342,Air Nevada,1I,ANV,United States,N
343,AOM French Airlines,IW,AOM,France,N
344,Aviacion Del Noroeste,1I,ANW,AVINOR,N
345,Air New Zealand,NZ,ANZ,New Zealand,Y
346,Avia Jaynar,1I,SAP,Kazakhstan,N
347,Aero Servicios Empresariales,1I,EMS,Mexico,N
348,Alcon Servicios Aereos,1I,AOA,ALCON,N
349,AVCOM,J6,AOC,Russia,N
350,Aero Vodochody,1I,AOD,Czech Republic,N
351,Air One Executive,1I,AOE,Italy,N
352,Atair Pty Ltd.,1I,AOF,South Africa,N
353,Aero VIP,2D,AOG,Argentina,N
354,Aeromundo Ejecutivo,1I,MUN,Mexico,N
355,Aerolinea Muri,1I,MUR,Mexico,N
356,Astoria,1I,AOI,ASTORIA,N
357,Aero Rent JSC,1I,NRO,Russia,N
358,Aeronord-Grup,1I,NRP,Moldova,N
359,Aeroatlantico Colombia,1I,AOK,Colombia,N
360,Angkor Airlines,1I,AOL,Cambodia,N
361,Aero Entreprise,1I,AON,France,N
362,As,1I,AOO,COMPANY AS,N
363,Aeropiloto,1I,AOP,Portugal,N
364,Aeroenlaces Nacionales,1I,VIV,Mexico,N
365,Aerovis Airlines,1I,VIZ,Ukraine,N
366,Avjet International (FZE),1I,VJE,United Arab Emirates,N
367,Aerovista Gulf Express,1I,VGF,United Arab Emirates,N
368,Air Vegas,6V,VGA,United States,N
369,Almaver,1I,VER,Mexico,N
370,Afro International Ent. Limited,1I,AOR,Nigeria,N
371,Alitalia Express,XM,SMX,Italy,Y
372,Asia Overnight Express,OE,AOT,Philippines,N
373,Air Tractor,1I,AOU,Croatia,N
374,Aero Vision,1I,AOV,France,N
375,Aerotaxi Del Valle,1I,AOX,Colombia,N
376,Air Park Aviation Ltd.,1I,APA,Canada,N
377,Airpac Airlines,1I,APC,AIRPAC,N
378,Aeroservicios Monterrey,1I,SVM,Mexico,N
379,Amapola Flyg AB,1I,APF,Sweden,N
380,Air People International,1I,APG,Thailand,N
381,Alpha Aviation,1I,APH,AIRFLIGHT,N
382,ASA Pesada,1I,API,ASA PESADA,N
383,Air Print,1I,APJ,AIR PRINT,N
384,Atlantic Airlines,1I,BJK,United States,N
385,Aerotransporte Petrolero,1I,PET,Colombia,N
386,Aero Flight,GV,ARF,Germany,Y
387,ACM Aviation,1I,BJT,United States,N
388,Aircompany Barcol,1I,BKL,Russia,N
389,All Charter Limited,1I,BLA,United Kingdom,N
390,Appalachian Flying Service,1I,APL,APPALACHIAN,N
391,Airpac,1I,APM,ALASKA PACIFIC,N
392,Aeropro,1I,APO,Canada,N
393,Aerolineas Pacifico Atlantico,1I,APP,AEROPERLAS,N
394,Aspen Aviation,1I,APQ,United States,N
395,Aeropuma,1I,APU,AEROPUMA,N
396,Air Plan International,1I,APV,Democratic Republic of the Congo,N
397,Arrow Air,JW,APW,United States,Y
398,Apex Air Cargo,1I,APX,United States,N
399,APA Internacional,1I,APY,Dominican Republic,N
400,Aeroatlas,1I,AQA,ATCO,N
401,Aquila Air Ltd.,1I,AQL,Canada,N
402,Air Queensland,1I,AQN,Australia,N
403,Aluminum Company Of America,1I,AQO,United States,N
404,Aviones de Renta de Quintana Roo,1I,AQT,AVIOQUINTANA,N
405,AirQuarius Aviation,1I,AQU,South Africa,N
406,Aerodyne Charter Company,1I,AQZ,United States,N
407,Arik Air,W3,ARA,Nigeria,N
408,Avia Air N.V.,1I,ARB,Aruba,N
409,Air Routing International Corp.,1I,ARC,United States,N
410,Aerocondor,2B,ARD,Portugal,Y
411,Aires,4C,ARE, S.A.,Y
412,Aerolineas Argentinas,AR,ARG,Argentina,Y
413,Arrowhead Airways,1I,ARH,United States,N
414,Aero Vics,1I,ARI,Mexico,N
416,Antillana De Navegacion Aerea,1I,SUN,Dominican Republic,N
417,Aeroservicios De San Luis,1I,SUO,Mexico,N
418,Aerosuper,1I,SUP,Mexico,N
419,Aero Link Air Services S.L.,1I,ARK,Spain,N
420,Airlec - Air Aquitaine Transport,1I,ARL,France,N
421,Aeromarket Express,1I,ARM,Spain,N
422,Arrow Aviation Ltd.,1I,ARO,Canada,N
423,RPA-Aviataxi Ltd.,1I,ARP,Russia,N
424,Air Klaipeda,1I,KLD,Lithuania,N
425,Armstrong Air,1I,ARQ,ARMSTRONG,N
426,Air Armenia,QN,ARR,Armenia,N
427,Aeromet Servicios,1I,ARS,Chile,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,1I,ART,Colombia,N
429,Aravco Ltd.,1I,ARV,United Kingdom,N
430,Aria,1I,ARW,France,N
431,Air Xpress,1I,ARX,AIREX,N
432,Airline Alania,1I,OST,Russia,N
433,Air Tchad,1I,HTT,Chad,N
434,Aerloineas de Techuacan,1I,HUC,Mexico,N
435,Aerotransportes Huitzilin,1I,HUT,Mexico,N
436,Aero Transportes Del Humaya,1I,HUY,Mexico,N
437,Argosy Airways,1I,ARY,United States,N
438,Air Resorts,1I,ARZ,United States,N
439,Alaska Airlines,AS,ASA,ALASKA,Y
440,Air-Spray 1967 Ltd.,1I,ASB,Canada,N
441,Air Star Corporation,1I,ASC,Canada,N
442,Air Sinai,4D,ASD,Egypt,Y
443,Airstars,PL,ASE,Russia,N
444,Air Schefferville,1I,ASF,SCHEFF,N
445,African Star Airways (PTY) Ltd.,1I,ASG,South Africa,N
446,Aerosun International,1I,ASI,AEROSUN,N
447,Air Satellite,1I,ASJ,Canada,N
448,Awesome Flight Services (PTY) Ltd.,1I,ASM,South Africa,N
449,Air and Sea Transport,1I,ASN,Russia,N
450,Aero Slovakia,1I,ASO,Slovakia,N
451,Airsprint,1I,ASP,Canada,N
452,Atlantic Southeast Airlines,EV,ASQ,United States,Y
453,All Star Airlines,1I,ASR,ALL STAR,N
454,Air Class,1I,ASS,AIR CLASS,N
455,Aerlineas Del Oeste,1I,AST,Mexico,N
456,Aviones Are,1I,NRE,Mexico,N
457,Air Nepal International,1I,NPL,Nepal,N
458,Air Napier,1I,NPR,New Zealand,N
459,Air Taxi & Cargo,1I,WAM,Sudan,N
460,Arrow Panama,1I,WAP,Panama,N
461,Astravia-Bissau Air Transports Ltd.,1I,ASV,Guinea-Bissau,N
462,Astrakhan Airlines,OB,ASZ,Russia,Y
463,Air Transport Association,1I,ATA,United States,N
464,Atlantair Ltd.,1I,ATB,Canada,N
465,Air Tanzania,TC,ATC,Tanzania,Y
466,Aerotours Dominicana,1I,ATD,Dominican Republic,N
467,Atlantis Transportation Services,1I,ATE,ATLANTIS CANADA,N
468,Aerotrans Airline,1I,ATG,Kazakhstan,N
469,Air Charter World,1I,XAC,United States,N
470,Air Burkina,2J,VBW,Burkina Faso,Y
471,Air Travel Corp.,1I,ATH,United States,N
472,Aero-Tropics Air Services,HC,ATI,Australia,N
473,Air Traffic GmbH,1I,ATJ,Germany,N
474,AeroTACA,1I,ATK,Colombia,N
475,Aerocentral,1I,ATL,Mexico,N
476,Airlines Of Tasmania,FO,ATM,Australia,Y
477,Air Saint Pierre,PJ,SPM,France,Y
478,Air Transport International,8C,ATN,United States,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,1I,ATP,Colombia,N
480,Air Transport Schiphol,1I,ATQ,Netherlands,N
481,Aeroferinco,1I,FEO,Mexico,N
482,Aero Taxis Y Servicios Alfe,1I,FES,Mexico,N
483,Avialesookhrana,1I,FFA,Russia,N
484,Africair Service,1I,FFB,Senegal,N
485,Atlas Airlines,1I,ATR,United States,N
486,Air Transport Service,1I,ATS,Democratic Republic of the Congo,N
487,Aer Turas,1I,ATT,Ireland,N
488,Atlant Aerobatics Ltd.,1I,ATU,Hungary,N
489,Avanti Air,1I,ATV,Germany,N
490,Aero Trades (Western) Ltd.,1I,ATW,Canada,N
491,Austrian Airlines,OS,AUA,Austria,Y
492,Air Southwest,1I,WOW,United Kingdom,Y
493,Augsburg Airways,IQ,AUB,Germany,Y
494,Air Corporate,1I,CPV,Italy,N
495,Aviastar-Tu,1I,TUP,Russia,N
496,AirBridge Cargo,RU,ABW,Russia,N
497,ATUR,1I,TUR,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,1I,TXU,Ecuador,N
499,Austin Express,1I,TXX,United States,N
500,Audi Air,1I,AUD,AUDI AIR,N
501,Augusta Air Luftfahrtunternehmen,1I,AUF,Germany,N
502,Abu Dhabi Amiri Flight,MO,AUH,United Arab Emirates,Y
503,Aeroflot-Nord,5N,AUL,Russia,Y
504,Air Atlantic Uruguay,1I,AUM,Uruguay,N
505,Aviones Unidos,1I,AUN,Mexico,N
506,Avia Business Group,1I,AUP,Russia,N
507,Aero Servicios Expecializados,1I,SVE,Mexico,N
508,Aurigny Air Services,GR,AUR,United Kingdom,Y
509,Aus-Air,NO,AUS,Australia,N
510,Austral Lineas Aereas,AU,AUT,Argentina,Y
511,Aurora Aviation,1I,AUU,AURORA AIR,N
512,Air Uganda International Ltd.,1I,AUX,Uganda,N
513,Aerolineas Uruguayas,1I,AUY,AUSA,N
514,Australian Airlines,AO,AUZ,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,AV,AVA,AVIANCA,Y
516,Aviation Beaufort,1I,AVB,United Kingdom,N
517,Alamo Aviacion,1I,AVD,ALAMO,N
518,Aviair Aviation Ltd.,1I,AVF,Canada,N
519,Air Falcon,1I,AVG,Djibouti,N
520,AV8 Helicopters,1I,AVH,United Kingdom,N
521,Avia Traffic Company,1I,AVJ,Kyrgyzstan,N
522,AV8 Helicopters,1I,AVK,South Africa,N
523,Aviacion Ejecutiva Mexicana,1I,AVM,AVEMEX,N
524,Air Vanuatu,NF,AVN,Vanuatu,Y
525,Aviation at Work,1I,AVO,South Africa,N
526,Avcorp Registrations,1I,AVP,United Kingdom,N
527,Alfa Aerospace,1I,LFP,Australia,N
528,Atlantic Airfreight Aviation,1I,LFR,Sao Tome and Principe,N
529,Aerolift Company,1I,LFT,Sierra Leone,N
530,Aviation Services,1I,AVQ,AQUILINE,N
531,Active Aero Charter,1I,AVR,ACTIVE AERO,N
532,Avialsa T-35,1I,AVS,Spain,N
533,Asia Avia Airlines,1I,AVT,Indonesia,N
534,Avia Sud A,1I,AVU,France,N
535,Airvantage Incorporated,1I,AVV,United States,N
536,Aviator Airways,1I,AVW,Greece,N
537,Aviapaslauga,1I,AVX,Lithuania,N
538,ASL,1I,XXX,Belgium,N
539,Air Yugoslavia,1I,YRG,Serbia,N
540,Airlink Zambia,K8,ZAK,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,1I,ZZM,Ivory Coast,N
542,Airbus Transport International,1I,BGA,France,N
543,Air Bangladesh,B9,BGD,Bangladesh,Y
544,Aviodetachment-28,1I,BGF,Bulgaria,N
545,Aero BG,1I,BGG,Mexico,N
546,Aerotaxis De La Bahia,1I,BHC,Mexico,N
547,Air Mediterranee,DR,BIE,France,Y
548,Aviaservice,1I,BIV,Georgia,N
549,Aerolineas De El Salvador,1I,SZA,El Salvador,N
550,Swaziland Airlink,1I,SZL,Swaziland,N
551,Air Moorea,1I,TAH,France,Y
